"page","id","name","description","availability","abv","ibu","brewer_id","brewer_name","style_id","style_name","category_id","category_name","srm_id","srm_color"
"4","sX7K0A","A-O River!","Dear Wooden Robot Fans, 
We never decided, at least I think, what “A-O, River!” means. Forgive us, but, you know, you’ve forgiven us before for not getting it right. At least we had a good time. This beer is really life-changing. Hopefully we’ll see you in the near future. 
 
Yours,
Wooden Robot, King River. 
 
Ha, ha. You know what we mean…..
Turns out it is a Grapefruit IPA.",NA,6.4,NA,"zxMohP","Wooden Robot Brewery",30,"American IPA",3,"North American Origin Ales",NA,NA
"4","Uqq89b","A-O River!","Dear Wooden Robot Fans, 
We never decided, at least I think, what “A-O, River!” means. Forgive us, but, you know, you’ve forgiven us before for not getting it right. At least we had a good time. This beer is really life-changing. Hopefully we’ll see you in the near future. 
 
Yours,
Wooden Robot, King River. 
 
Ha, ha. You know what we mean…..
Turns out it is a Grapefruit IPA.",NA,6.4,NA,"zxMohP","Wooden Robot Brewery",30,"American IPA",3,"North American Origin Ales",NA,NA
"4","Kg8LZx","A.H.A.B","The tale of Captain Ahab and Moby Dick is an American classic and so is this West Coast IPA. 2-Row and rye give this beer its yellow straw color while Amarillo, Cascade, Citra and Chinook provide its intense hop flavor and aroma. Spoiler alert: We are letting you in on a little secret, Captain Ahab’s demise all began because he had to have “Another Hoppy Ass Beer.”",NA,7.3,70,"uGY7WE","Artifex Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"4","AUjoPA","Abbey Ale",NA,NA,5.5,NA,"1RvWY5","Abbeydale Brewery",30,"American IPA",3,"North American Origin Ales",NA,NA
"4","d235X1","Aberration","Amber in color. A fragrant fruit nose with a hint of honey. Solid malt backbone and hints of caramel malt sweetness giving way to a mildly spreading hop finish.",NA,7.2,NA,"beRdlK","Kalona Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"4","LU3fWq","Abijah Rowe IPA","Traditional English India Pale Ale brewed with all English malt & hopped with a blend of English & American hops. High in strength, bitterness & aroma.",NA,6.8,NA,"ggEhm3","Cambridge House Brew Pub",30,"American IPA",3,"North American Origin Ales",NA,NA
"4","l2EFGj","Abominable Winter Ale",NA,NA,7.3,70,"1g0RBG","Hopworks Urban Brewery",30,"American IPA",3,"North American Origin Ales",NA,NA
"4","y24M9t","Aboriginal Gangster","An IPA showcasing New Zealand Hops, presenting lemon lime followed by a tropical fruity finish. Named by the people, for the people.","Year Round",6.5,60,"rKXfsB","Burley Oak Craft Brewery",30,"American IPA",3,"North American Origin Ales",NA,NA
"4","gqS2gw","About a Girl IPA","A unique IPA we originally created for one of our guests wedding, this American IPA utilizes both Cascade and Calypso hops in addition to Lemongrass to give it a nice citrusy, but strong hop presence. Balanced by a simple malt bill with a touch of caramel, this IPA is more approachable than your traditional Northwest hop bombs. We like those too but that’s not what this one’s about.",NA,NA,NA,"pu2Dtc","Herbert B. Friendly Brewing",30,"American IPA",3,"North American Origin Ales",NA,NA
"4","4Eo1se","Abrahadabra","Over the past few years we have been exploring texture. It has become an obsession. Abrahadabra is a smoothie inspired IPA aimed at bringing a creamy yet dry texture. Brewed with oats, wheat, lactose sugar, berries and citra hops.

Brewed at Crazy Mountain Brewing Co in the USA.",NA,6,NA,"c5A6lY","Omnipollo",30,"American IPA",3,"North American Origin Ales",NA,NA
"4","PFXKnH","Absolem",NA,NA,NA,NA,"zDKM9Q","Scarlet Lane Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"4","neSCIv","Abundance",NA,NA,6.7,NA,"zeWbuM","Wicked Weed Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"4","iBSsXG","Academy Slim Session IPA",NA,NA,4.6,NA,"Evo2LD","Gonzo's Biggdogg Brewing",30,"American IPA",3,"North American Origin Ales",NA,NA
"4","0UE53n","Accidental IPA","A brewhouse mix up between Longstreet American Pale and Double Dragon IIPA led to this happiest of accidents. Brewed like a pale and hopped like an IPA this beer is bright and floral with citrus notes and a light malt profile that stands alone in a broad field of IPA’s. Enjoy this beer with a wide variety of foods.",NA,5.5,NA,"0tKnKg","Koi Pond Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"4","c0XvOH","Accumulated Knowledge","This beer is the glorious aggregate of our IPA-brewing knowledge, with loads of bright stone fruit, juicy citrus, and piney awesomeness bursting forth from its hazy, delicious depths. It was made as special release for a certain chain or nautically-themed grocery stores, but may occasionally pop up on draft at the tasting rooms as well.",NA,6.2,65,"RxmG5e","Modern Times Beer",30,"American IPA",3,"North American Origin Ales",NA,NA
"4","A33ltW","Accumulation","White IPA was inspired by the white beauty that falls each winter from our Colorado sky. Flurries of Mosaic and Amarillo hops bring soft fruit and citrus flavor, followed by a layer of bitter. Piled high in IBUs, Accumulation will make your winter brighter.","Seasonal",6.2,70,"Jt43j7","New Belgium Brewing",30,"American IPA",3,"North American Origin Ales",10,"#DE7C00"
"4","Yd6ySF","Ace In The Hole IPA","Balanced American IPA, not overly bitter with a big grapefruit aroma. Made with five different hop varieties featuring Sorachi Ace and Citra.","Year Round",7.2,58.7,"vsVIpN","Walter's Beer",30,"American IPA",3,"North American Origin Ales",13,"#CB6200"
"4","zi0wHJ","Ace In the Valley",NA,NA,7,NA,"YqXhrV","Tripel Root",30,"American IPA",3,"North American Origin Ales",NA,NA
"4","TQAHhp","Ace IPA","A Belgian meets American style IPA. Distinctly Belgian malts complement a healthy portioning of Citra, Centennial and Cascade hops. Light malty flavors up front give way to a distinctive hop kick.","Year Round",7.4,83,"xIWy3E","Wingman Brewers",30,"American IPA",3,"North American Origin Ales",13,"#CB6200"
"4","ELkfB4","Acerbic Ecstasy IPA","Plowing into his nostrils, the beautiful – pungent aroma forced the glass to his lips and poured the elixir over the 10,000 taste buds covering his tongue. IMMEDIATELY, his upper lip curled and a HUGE SMILE covered his face as the Lupulin sedated any worries and delivered Acerbic Ecstasy.

India Pale Ale specially formulated for your nose & tongue",NA,6.2,NA,"UoXcp7","Broomtail Craft Brewery",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","fgc7Gv","Acid Raindrops",NA,NA,7.4,NA,"pZWPJO","Tired Hands Brewing Company",30,"American IPA",3,"North American Origin Ales",2,"#FFD878"
"5","wbLwKt","Acme California IPA","Acme IPA is profoundly hoppy, finished with over a pound of fresh  whole hops per barrel. The result of this generous hopping is a beer that is deliciously dry, and eminently drinkable in spite of its apparent strength.","Year Round",6.5,55,"yLBNrD","North Coast Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","3SqQJp","Acquiesce",NA,NA,6.3,NA,"Qvbd2N","Ocelot Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","pgR619","Action Jackson","It has become a Big Time tradition to honor our friends and family, that is, our coworkers and regular customers, when they enter a period of transition, by creating a beer specifically with them in mind. The newest incarnation in this series celebrates Nathaniel Jackson, longtime owner of the Allegro Café, which has been a University District hangout for more than thirty years. As unofficial Mayor of the U-District and an International Man of Leisure, Nathaniel’s wisdom and insight, along with his keen keg washing chops, have earned him a permanent place at our bar. Check out his beer, which has the Bhagwan ascending the mountaintop seeking enlightenment, and returning to the base saying, “Where’s management?” Bold adventure has always been his game, and this beer shouldn’t disappoint: lots of Chinook, Cascade, and Centennial, and a secret ingredient in the mash. O.G. 16.7, 6.1% ABV, 75 IBU.","Seasonal",6.1,75,"17tUiZ","Big Time Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","BpD0Qw","Adaptation IPA",NA,"Year Round",6.4,58,"L1fajR","Eagle Creek Brewing Company",30,"American IPA",3,"North American Origin Ales",6,"#F8A600"
"5","Yfo0og","Adaven IPA","India Pale Ales were stronger, hoppier beers brewed to survive the long ship voyage to supply the British troops in India. Our version is deep copper in color, with nutty comma, toasty malt flavors, assertive bitterness, and a spicy, floral hop aroma.","Year Round",6.8,NA,"oDJkQb","Buckbean Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","6LZVRM","Addie's Revenge","Revenge is the sweetest thing, especially when Addie get to it. She represents out Outlawed Release IPA. An Abundance of Citrusy hops make up the nose and flavor of this gold-colored ale, rounded out perfectly with pale vienna and crystal malts.","Seasonal",6.6,75,"d25euF","Lonerider Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","hdoR8f","Addlehead","The success of Addlehead with the Blue Bucket Mine in the legend is attributed mostly to luck. Similarly, George Hodgson of the Bow Brewery in 1800s London, is commonly credited with inventing “pale ale for India”, what is now known as IPA. 

Instead, according to The Beer Connoisseur, ONLINE, India Pale Ale seems to have developed out of the idea current at least as far back as the 1760s that it was “absolutely necessary” to add extra hops to beer intended to be drunk in hot climates. The Bow Brewery became the dominant shipper of the lighter style beer to India, mostly because of its close proximity to the East India Company docks on the River Thames. Lady Luck strikes again. 

The Addlehead IPA formula calls for a blending of 5 grains and 3 hops to produce a beer that IPA devotees appreciate but others also find pleasantly tasty. 

Addlehead has a golden yellow color and a full, rich body with a creamy head and a medium lace. It is rated at 95 IBU (International Bitterness Units), but it has a balanced hint of sweetness which is rare in an IPA. 

Most importantly, it retains the signature IPA hoppy finish.","Year Round",7.4,95,"xnmTgH","Bad Tom Smith Brewing",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","CvzorU","Adirondack IPA","The Adirondack IPA is a big American-style India Pale Ale with a deep orange color.  American malts and enormous hop additions give this beer a crisp flavor with a huge citrusy aroma.  Brewed with Centennial, Cascade and Amarillo Hops.","Year Round",NA,NA,"fToAQf","Adirondack Pub & Brewery",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","Slqgp8","Admiral's IPA",NA,NA,5,NA,"gVynTw","Coronado Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","zM8uBP","Adnams American-style IPA","It’s a 4.8% abv golden beer with fragrant citrus/floral aromas and a deep citrus bitterness. It is brewed with a blend of five American hops, Columbus, Chinook, Cascade, Centenial and Wilamette and Pale Ale malted barley, along with some Munich malt, Crystal malt and malted wheat give a biscuity backbone to the citrus from the hops.

Fergus our Head brewer explains: “America might have started out replicating beer styles from the rest of the world but they have moved far beyond that and now their beer styles are influencing the rest of the world. I think their take on the original English India Pale Ale is the most successful. It’s may be slightly odd to recreate a version of a style that was originally exported from these shores, but I love the smell of hops and an American IPA is a showcase for citrus hops. They are big, bold, some might say brash, but, to my mind at least, beautiful.”","Limited",4.8,NA,"nUwtfn","Adnams Brewery",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","ZXTCMB","Adnams Innovation","This 6.7% abv beer is our version of an American IPA. It’s brewed with a blend of Wheat and Pale Ale malts to give a spicy, biscuity undertone to the beer, but it is in the hops where the beer really shines. A blend of hops from England, Slovenia and America (namely Boadicea, Columbus and Stryian Goldings) combine to give a wonderful grapefruit and tropical fruit aroma and bitterness that is balanced by the sweetness of the barley.

Originally brewed as a one off to celebrate the opening of our new brewhouse and our new distribution centre, it is now one of our permanent beer. The beer was created under the direction of our Chairman, Jonathan Adnams, whose instruction was to ‘Brew something to wow me’.

It came first in its class at the 2008 World beer awards and has also won a Gold medal at the 2008 BBI (British Bottlers Institute) awards.","Year Round",6.7,NA,"nUwtfn","Adnams Brewery",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","BdHULe","Adrenaline Seeker","Our flagship American India Pale Ale has an amazing aroma of fresh hops just cut off the vine. A well-balanced moderate body with a malt backbone that allows the fruity citrus hop flavor to shine through. Named after the owner with a snowboard strapped to her feet, this IPA is for the lover of the taste, smell, and mild bitterness of the domestic hop family.",NA,7.5,68,"JZUWxh","Badass Backyard Brewing",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","p9vuHn","Adsultim",NA,NA,8,NA,"vdEZ9j","2nd Story Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","VdGEmW","Adventure Aquatilium","India Pale Ale with mosaic, Azacca and mango",NA,7.5,NA,"Sbc4Dd","King Harbor Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","cS103U","Aerial IPA","Aerial IPA is a hop-forward American style India Pale Ale, named after an aggressive surfing maneuver. Starting off with a strong aroma of dank resins and citrus from generous dry-hopping, Aerial boasts similar flavors on the palette balanced against a restrained bready malt backbone, finishing with a lingering hoppiness that isn’t overly bitter. The light body keeps the beer refreshing and allows the hops to shine through without too much malt sweetness to negate the power of the aggressive hopping. Enjoy with crispy fish tacos with a simple cilantro and tomato salsa.","Year Round",6.5,65,"J19Kxx","Surf Brewery",30,"American IPA",3,"North American Origin Ales",8,"#EA8F00"
"5","mgWVHa","Affable IPA","Our Affable IPA is generously hopped late in the brewing process with American aroma hops that give it a piney, fruity, floral bouquet without imparting heavy bitterness. This beer is all about the nose - a light malt body and moderate bitterness allow the finishing and dry hops to shine through with notes of pineapple, grapefruit and pine.",NA,6.8,60,"MHfbCE","Moody Ales",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","KgqNri","After Party Pale Ale",NA,NA,5.3,NA,"YSgfgv","Trouble Brewing",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","79w2lj","Afterburner IPA","A hop lover's delight!  Our I.P.A. is loaded with Ahtanum, Tohmahawk, Palisade, East Kent, Goldings and finished with the ever popular Cascades, balanced with generous amounts of floor malted crisp Maris Otter barley.","Year Round",6,NA,"V8pBsI","Flyers Restaurant And Brewery",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","eC3PQF","Afterglow","Afterglow is an American IPA, rich in West Coast and South Pacific hop flavors and aroma.  The juicy malt base enhances the notes of tangerine, pine, and berries from the hops.  It finishes with a pleasingly dank and firm bitterness.",NA,7,61,"LvxxZX","Foundation Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","ar06Z9","Agaveras Agave IPA","It’s no secret… the Twisted brewers love to explore new ingredients and flavor combinations. In the course of experimentation, our crew discovered agave nectar. While the contribution of this unique sugar source is subtle where taste is concerned, it is crucial for achieving the beer’s super-light body while maintaining the strength of this full-flavored IPA.",NA,7.1,50,"aaN9Np","Twisted Pine Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","zke7Zu","Agricultural","Our interpretation of a wheat IPA. Brewed with golden promise and red wheat. Dry hopping rotates on a batch per batch basis.",NA,6.3,NA,"LTZsm8","Deciduous Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","8jT0ci","Ah-Nab-Awheat","A wheat IPA brewed with centennial, cascade, and simcoe hops. Flavors and aromas that are floral, citrusy and pungent piney. Certainly dominated by hops but not necessarily bitterness. Ample amounts of wheat provide a slightly grainy sweetness. Light bodied and quite easy to drink makes for a beautiful summer IPA!",NA,6.6,72,"ruKE83","Grand Rapids Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","v4LjLR","AHA IPA",NA,NA,7,80,"pguslr","Benson Brewery",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","zgp7Eq","Aim for the Fences!","Your team is down 0-3 with 2 outs in the bottom of the 9th. You’re at the plate with the bases loaded and a full count. Amarillo is on first, El-Dorado is on second and Centennial is half way down the line at third. What are you gonna do sport? AIM FOR THE FENCES AND CRUSH THAT DAMN THING!",NA,7.5,NA,"ksUh6Y","Noble Ale Works",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","0uSlJJ","Air Support IPA",NA,NA,6.5,NA,"pwfPCD","Big Boss Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","Kc55hq","Airborne IPA",NA,NA,5.8,NA,"aAMifM","Mad Horse Brewpub",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","RIREdh","Aker IPA","IPA de 6,7%. Es la primera cerveza en Naparbier en la cual usamos el lúpulo Amarillo.",NA,6.7,75,"ynniBf","Naparbier",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","QpslN5","Alaskan IPA","India Pale Ales are characterized by intense hop flavor and aroma accompanied by higher alcohol content. This style possesses medium maltiness and body while also being crisp and dry. Citrus flavors and aromas are moderate to very strong.

Alaskan IPA is honey gold in color with a fruity, citrus aroma. An enticing blend of hops and our dry hopping process, in which hops are added directly to tanks during fermentation, give this brew a very intense, complex aromatic character with a refreshing hop finish.

Alaskan IPA is made from glacier-fed water and a generous blend of the finest quality European and Pacific Northwest hop varieties and premium two-row and specialty malts. Our water originates in the 1,500-square-mile Juneau Ice Field and from more than 90 inches of rainfall each year.","Not Available",6.2,55,"VPHkaP","Alaskan Brewing Co.",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","S481IF","Ale Dorado IPA",NA,NA,8.6,78,"0jYfnH","Placerville Brewing Co",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","2PnMVa","Ale La Reverend","A distinctively dry, light bodied IPA with an appealing golden hue, thirst-quenching crispness, and laden with pungent hop aromas of citrus and spruce. Semi-sweet malt provides a backdrop for some mild earthy flavors and slight grassy notes. Doubling the dry-hop additions allows for lower alcohol levels, while still providing the entire hop effect expected of an IPA.","Limited",4,66,"Oj9rBb","Short's Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","JKuXtC","Ale of the Hermit","Ale of the Hermit is a curious brew shrouded in mystery. Based on an ancient recipe, and using brewing methods long forgotten by most modern brewers, the Hermit defies simple style classification. The beer greets your palate with a solid malt body of sweet caramel, balanced by an assertive hop bitterness. We then round out the flavor using traditional American hop varieties that contribute a beautiful quality of wild flowers and delicate fruit. Those delicious hop flavors mingle on the tongue with the vanilla and tannic nuances of American oak. The beer finishes dry, but the deliciousness of the hops and oak linger a bit leaving you longing for another sip.

This beer is also being placed in American Oak barrels for aging. The barrel-aged version of Ale of the Hermit is set for release late summer 2014.",NA,8,60,"0Lhdch","Hermitage Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","bC0zah","Ale-Mania India Pale Ale",NA,NA,5.8,54,"LY6vOx","Ale-Mania",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","ceC3MR","Aleister Double American I.P.A.","Brewed and dry-hopped with 3 pounds per barrel of Amarillo!!! Dry in the beginning, with a nice 
malt middle and a huge hop finish, this big I.P.A. brings notes of bright fruit and citrus. 
Miiiiiiiiister Crowley!!! What went wrong in your head? Oh, Mr. Crowley, did you talk with the dead???",NA,8,NA,"5PsLiM","Haymarket Pub & Brewery",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","tibZWk","Ales For A.L.S. I.P.A","Annual alesforals.com brew. Created with their proprietary blend of hops. $1/pint benefits alstdi.net","Limited",6.8,55,"bKPbvo","Wormtown Brewery",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","XCOYdF","ALES FOR ALS IPA","FACTION ALES FOR ALS IPA THANKS LOFTUS RANCHES AND HOPUNION WHO HAVE CREATED ALES FOR ALS TO SUPPORT A VERY WORTHY CAUSE – ALS RESEARCH.",NA,6.5,60,"KlD21K","Faction Brewing",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","Laexx6","Alestake and Evergreen","City and Country brewers used a piece of evergreen on their alestake (a pole) announcing they had beer to serve. This beer celebrates the other ""green"" in brewing: hops, which are used for aroma, flavour, bitterness, and preservation. Those who like hoppy beers, like this India Pale Ale (IPA), celebrate their releases and drink them fresh, as patrons seeing an evergreen bough on the brewer's alestake did in the past. That's when IPA becomes IP Yay. Cheers for Alestake and Evergreen IPA!",NA,5.9,55,"f7NCpb","Rurban",30,"American IPA",3,"North American Origin Ales",6,"#F8A600"
"5","lULV9r","Alien Church","IPA Brewed with oats. Hopped with Mosaic, Citra, Chinook, Centennial and Columbus. An otherworldly IPA. Bow down before the ALien Church! Notes of blueberries, fresh orange slices, dank, deep pine, honeydew melons.",NA,7,NA,"pZWPJO","Tired Hands Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","nWoBcn","Alien Einstein","Alien Einstein is a light bodied India Pale Lager with a dull golden color and an inviting aroma of tangy grapefruit juice. A bright burst of fruity and earthy hop flavors immediately hits the palate. This beer exemplifies the well-rounded versatility of the American Mosaic hops used exclusively  in this beer.","Limited",5.5,75,"Oj9rBb","Short's Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","G7kmvt","Alimony Ale",NA,"Year Round",6.8,80,"P1I1gt","Buffalo Bill's Brewery",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","bHT2Li","All Amarillo Everything",NA,NA,6.5,NA,"zxMohP","Wooden Robot Brewery",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","E0jm9W","All American IPA",NA,NA,6.5,NA,"vEfUhO","City Star Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","QkKIB0","All American IPA - Legend Series","Here at Bad Tom Smith, we build our beers around the legends and lore of American heroes and villains. As an All-American brewery, it’s our duty to make All-American beer. Take our All-American IPA for example. This vibrant golden-amber liquid comes with an aroma like a shotgun blast of hops to the senses. A cornucopia of tropical fruits, pineapple, and grapefruit welcomes you in as you take your first sip. When it comes to flavor, just let the hops do all the talking. All-American is a citrus forward IPA, but not without a nicely rounded caramel sweetness and a lingering bitterness to boot.",NA,6.5,71,"xnmTgH","Bad Tom Smith Brewing",30,"American IPA",3,"North American Origin Ales",6,"#F8A600"
"5","YVSxm7","All For One IPA","A hop forward IPA without the bite! Big fruity / citrus flavor and aroma with the addition of the spicy character of rye malt",NA,4.75,35,"i1jKN5","The Brew Kettle, Taproom and Smokehouse",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","2ZULIX","All Good IPA","Hazy New England style",NA,7.5,40,"44Nj7K","Loomis Basin Brewing Co",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","jZmMai","All Hopped Up on Raspberries",NA,NA,7.2,NA,"303hWA","Brew Bus Brewing",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","lBU0gC","All Hops For a Basement","Both our flagship IPA and our brewery are named in honour of a classic Rudyard Kipling quote about our fine city: “This part of the country seems to have all hell for a basement, and the only trap door appears to be in Medicine Hat. And you don’t even think of changing the name of your town. It’s all your own and the only hat of its kind on earth.”  A nod to the classic east coast style our IPA is made with heaps of Cascade and Centennial, and generously dry hopped with citrus hops. It delivers a crisp tropical blast with foresty pine.","Year Round",6.6,65,"csm2Qw","Hell's Basement Brewery",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","e81REk","All Rise Reverend Bob’s Uber IPA",NA,NA,6.9,60,"avb0Fo","All Rise Brewing Co.",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","otS3t4","All the Boys To the Yard","Milkshake IPA",NA,6,65,"d8WYrI","Bhramari Brewhouse",30,"American IPA",3,"North American Origin Ales",NA,NA
"5","ZF1dZO","All The Cheater Hops","Hazy American IPA with Nelson, Galaxy and Mosaic.",NA,6.5,50,"rakhMd","Resident Brewing",30,"American IPA",3,"North American Origin Ales",NA,NA
"6","9tha2z","All-Ohio IPA","Brewed exclusively with Cleveland’s Haus Malts and Wadworth’s Barn Talk hops and sourced with Lake Erie water, you can’t get more local than this IPA. A floral aroma and grapefruit bite lead into a dry finish",NA,7.7,NA,"p7c7Gh","Market Garden Brewery",30,"American IPA",3,"North American Origin Ales",NA,NA
"6","FGFzrb","Allegheny IPA","Our Flagship IPA is loaded with citrusy hops and a nice malt backbone.

Brewed with 2-row munich and crystal malts. Hopped with a hefty helping of chinook, simcoe, citra, zythos, and ahtunam. Loaded with tropical fruit flavor accompanied with an immediate addiction—like when you go on vacation to the Bahamas and never want to come home. When you ask the brewers to describe this beer, it sounds like this:Jaye: Taste it. Do you get the papaya? The mango? The tropical fruit? This is all very technical. Stick your nose in there. Smell it. (then Jaye mutters something technical about an olfactory notion. He watches a lot of Grey’s Anatomy.)
Gregg: It tastes like a grapefruit in the pine forest.
Craig: This is an easy one. Tastes like an IPA to me.","Year Round",7.2,75,"V6C0Zh","Four Mile Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"6","cqN6fO","Alloy","Upon sampling alloy, citrus notes turn to outright grapefruit with a malty sweetness just behind. Copper in color and well-balanced, its hoppy bitter finish dissipates quickly and leaves only one desire – more! Activate your hop sensors for a well-deserved glass of Alloy.","Year Round",5.8,44,"kiwp6C","Tin Man Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"6","hgspok","Alma Minhota",NA,NA,6.5,NA,"et42fN","Alma Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"6","lb5nOP","Almanac IPA","The American two row malt with a hint of German biscuit gives the beer a crystal clear golden color and a brilliant white head.  The dry hopping provides the beer with pleasant notes of grapefruit and citrus aroma.  A very light body and medium carbonation accents the American hop profile resulting in an easy to drink beer that finishes with a hint of grapefruit and pine.  A refreshing IPA that in not over or under bitter making it a great on its own or great companion to washing down that barbecue or compliment the heat of the native green chile.","Year Round",6.25,72,"kyDYlq","Tractor Brewing Company",30,"American IPA",3,"North American Origin Ales",5,"#FBB123"
"6","A41LOw","Aloha I.P.A.","Brewed within the parameters of a classic India Pale Ale or I.P.A., our version boasts a burst of hops from start to finish, and is balanced with a sweet maltiness.","Year Round",6.2,50,"cx4pWi","Aloha Beer Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"6","9NHX45","Alpha Circus IPA","Named for the brightest star in the Southern Cross constellation, Alpha Crucis takes full advantage of one of New Zealand’s best hops – Southern Cross.  A lighter malt bill allows these late-addition hops to shine bright with pine, resin and a slight lemon character, balanced by a clean, dry finish.","Year Round",7,NA,"GFd394","Seminar Brewing",30,"American IPA",3,"North American Origin Ales",NA,NA
"6","ynHM3j","Alpha Experiment Calypso",NA,NA,NA,NA,"o9yWqF","Country Boy Brewing",30,"American IPA",3,"North American Origin Ales",NA,NA
"6","gbOGrj","Alpha Experiment Mosaic #2",NA,NA,7,NA,"o9yWqF","Country Boy Brewing",30,"American IPA",3,"North American Origin Ales",NA,NA
"6","xBmfog","Alpha Experiment: Eureka!",NA,NA,7,NA,"o9yWqF","Country Boy Brewing",30,"American IPA",3,"North American Origin Ales",NA,NA
"6","pH4qWb","Alpha Factor","""Our first run IPA, this beer is stuffed full of hops, just the way we like it. Alpha factor is a yeast mating pheromone, and without yeast, we wouldn’t have beer! Clean fermentation characteristics and light malt flavor help the hops shine their brightest, with a clean, lasting bitterness to finish.""",NA,6.8,64,"397mlo","Postdoc Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"6","I15X5L","Alpha Force IPA","Brewed with MCI malt for a lighter crisper IPA with an accentuated hop strike.","Limited",7.7,75,"PpNk6z","Überbrew",30,"American IPA",3,"North American Origin Ales",NA,NA
"6","iUo9ld","Alpha IPA",NA,NA,NA,NA,"QxHEpY","Packinghouse Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"6","oOhchL","Alpha IPA",NA,NA,NA,NA,"h9obbv","Atomic Ale Brewpub and Eatery",30,"American IPA",3,"North American Origin Ales",NA,NA
"6","KWd2wp","Alpha Male","The aggressively hopped “Alpha Male” stands center of attention with its robust and alluring hop aromas of earthy and fruity flavors and is perfectly balanced by a subtle malt character. Extra hoppy and overtly over the top, paired with a seductively crisp undertone.","Year Round",7,70,"wlbqd0","Alphabet City Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"6","iRfu1i","Alpha Mastodon - Cascade","The Alpha refers to this beers strength and it's alpha acid content.

The next brew in our Mastodon series of IPAs, we went big again. Heavily hopped, 

and then dry-hopped twice to enhance the Cascade hop aroma. If you hate hops, 

then you will hate this beer!",NA,10.67,95,"3xhHwc","Hopvine Brewing Company",30,"American IPA",3,"North American Origin Ales",NA,NA
"6","RwXrfx","Alpha Ox","Light malt sweetness gives way to a juicy citrus and pine nose. Amarillo, Centennial, and Simcoe hops dominate this beer. But there is just enough malt body to maintain balance. All of this hoppy goodness is delivered in a very reasonable 4.5% ABV package.","Year Round",4.5,NA,"F63wdK","Old OX Brewery",30,"American IPA",3,"North American Origin Ales",NA,NA
